Bakerloo;11;Elephant & Castle,Lambeth North,Waterloo,Embankment,Piccadilly Circus,Oxford Circus,Regent's Park,Baker Street,Marylebone,Edgware Road,Paddington,Warwick Avenue,Maida Vale,Kilburn Park,Queen's Park,Kensal Green,Willesden Junction,Harlesden,Stonebridge Park,Wembley Central,North Wembley,South Kenton,Kenton,Harrow & Wealdstone;080000,080107,080142,080236,080340,080434,080547,080637,080706,080746,080833,080950,081044,081141,081238,081417,081548,081712,081903,082058,082238,082344,082524,082726;0,940.699,1423.24,2168.64,3066.38,3813.45,4821.79,5515.25,5928.67,6473.3,7135.72,8204.35,8952.86,9747.53,10536,11912.9,13175.9,14346.7,15884.1,17474.3,18862.3,19791.3,21173.3,22861.6
Bakerloo;12;Harrow & Wealdstone,Kenton,South Kenton,North Wembley,Wembley Central,Stonebridge Park,Harlesden,Willesden Junction,Kensal Green,Queen's Park,Kilburn Park,Maida Vale,Warwick Avenue,Paddington,Edgware Road,Marylebone,Baker Street,Regent's Park,Oxford Circus,Piccadilly Circus,Embankment,Waterloo,Lambeth North,Elephant & Castle;080000,080201,080341,080447,080627,080822,081013,081137,081308,081447,081544,081641,081735,081852,081939,082019,082048,082138,082251,082345,082449,082543,082618,082726;0,1688.24,3070.24,3999.25,5387.22,6977.41,8514.89,9685.64,10948.6,12325.5,13114,13908.7,14657.2,15725.8,16388.3,16932.9,17346.3,18039.8,19048.1,19795.2,20692.9,21438.3,21920.9,22861.6
Bakerloo;13;Elephant & Castle,Lambeth North,Waterloo,Embankment,Piccadilly Circus,Oxford Circus,Regent's Park,Baker Street,Marylebone,Edgware Road,Paddington,Warwick Avenue,Maida Vale,Kilburn Park,Queen's Park,Kensal Green,Willesden Junction,Harlesden,Stonebridge Park,Wembley Central,North Wembley,South Kenton,Kenton,Harrow & Wealdstone;082400,082507,082542,082636,082740,082834,082947,083037,083106,083146,083233,083350,083444,083541,083638,083817,083948,084112,084303,084458,084638,084744,084924,085126;0,940.699,1423.24,2168.64,3066.38,3813.45,4821.79,5515.25,5928.67,6473.3,7135.72,8204.35,8952.86,9747.53,10536,11912.9,13175.9,14346.7,15884.1,17474.3,18862.3,19791.3,21173.3,22861.6
Bakerloo;14;Harrow & Wealdstone,Kenton,South Kenton,North Wembley,Wembley Central,Stonebridge Park,Harlesden,Willesden Junction,Kensal Green,Queen's Park,Kilburn Park,Maida Vale,Warwick Avenue,Paddington,Edgware Road,Marylebone,Baker Street,Regent's Park,Oxford Circus,Piccadilly Circus,Embankment,Waterloo,Lambeth North,Elephant & Castle;082400,082601,082741,082847,083027,083222,083413,083537,083708,083847,083944,084041,084135,084252,084339,084419,084448,084538,084651,084745,084849,084943,085018,085126;0,1688.24,3070.24,3999.25,5387.22,6977.41,8514.89,9685.64,10948.6,12325.5,13114,13908.7,14657.2,15725.8,16388.3,16932.9,17346.3,18039.8,19048.1,19795.2,20692.9,21438.3,21920.9,22861.6
Bakerloo;15;Elephant & Castle,Lambeth North,Waterloo,Embankment,Piccadilly Circus,Oxford Circus,Regent's Park,Baker Street,Marylebone,Edgware Road,Paddington,Warwick Avenue,Maida Vale,Kilburn Park,Queen's Park,Kensal Green,Willesden Junction,Harlesden,Stonebridge Park,Wembley Central,North Wembley,South Kenton,Kenton,Harrow & Wealdstone;084800,084907,084942,085036,085140,085234,085347,085437,085506,085546,085633,085750,085844,085941,090038,090217,090348,090512,090703,090858,091038,091144,091324,091526;0,940.699,1423.24,2168.64,3066.38,3813.45,4821.79,5515.25,5928.67,6473.3,7135.72,8204.35,8952.86,9747.53,10536,11912.9,13175.9,14346.7,15884.1,17474.3,18862.3,19791.3,21173.3,22861.6
Bakerloo;16;Harrow & Wealdstone,Kenton,South Kenton,North Wembley,Wembley Central,Stonebridge Park,Harlesden,Willesden Junction,Kensal Green,Queen's Park,Kilburn Park,Maida Vale,Warwick Avenue,Paddington,Edgware Road,Marylebone,Baker Street,Regent's Park,Oxford Circus,Piccadilly Circus,Embankment,Waterloo,Lambeth North,Elephant & Castle;084800,085001,085141,085247,085427,085622,085813,085937,090108,090247,090344,090441,090535,090652,090739,090819,090848,090938,091051,091145,091249,091343,091418,091526;0,1688.24,3070.24,3999.25,5387.22,6977.41,8514.89,9685.64,10948.6,12325.5,13114,13908.7,14657.2,15725.8,16388.3,16932.9,17346.3,18039.8,19048.1,19795.2,20692.9,21438.3,21920.9,22861.6
Bakerloo;17;Elephant & Castle,Lambeth North,Waterloo,Embankment,Piccadilly Circus,Oxford Circus,Regent's Park,Baker Street,Marylebone,Edgware Road,Paddington,Warwick Avenue,Maida Vale,Kilburn Park,Queen's Park,Kensal Green,Willesden Junction,Harlesden,Stonebridge Park,Wembley Central,North Wembley,South Kenton,Kenton,Harrow & Wealdstone;091200,091307,091342,091436,091540,091634,091747,091837,091906,091946,092033,092150,092244,092341,092438,092617,092748,092912,093103,093258,093438,093544,093724,093926;0,940.699,1423.24,2168.64,3066.38,3813.45,4821.79,5515.25,5928.67,6473.3,7135.72,8204.35,8952.86,9747.53,10536,11912.9,13175.9,14346.7,15884.1,17474.3,18862.3,19791.3,21173.3,22861.6
Bakerloo;18;Harrow & Wealdstone,Kenton,South Kenton,North Wembley,Wembley Central,Stonebridge Park,Harlesden,Willesden Junction,Kensal Green,Queen's Park,Kilburn Park,Maida Vale,Warwick Avenue,Paddington,Edgware Road,Marylebone,Baker Street,Regent's Park,Oxford Circus,Piccadilly Circus,Embankment,Waterloo,Lambeth North,Elephant & Castle;091200,091401,091541,091647,091827,092022,092213,092337,092508,092647,092744,092841,092935,093052,093139,093219,093248,093338,093451,093545,093649,093743,093818,093926;0,1688.24,3070.24,3999.25,5387.22,6977.41,8514.89,9685.64,10948.6,12325.5,13114,13908.7,14657.2,15725.8,16388.3,16932.9,17346.3,18039.8,19048.1,19795.2,20692.9,21438.3,21920.9,22861.6
Bakerloo;19;Elephant & Castle,Lambeth North,Waterloo,Embankment,Piccadilly Circus,Oxford Circus,Regent's Park,Baker Street,Marylebone,Edgware Road,Paddington,Warwick Avenue,Maida Vale,Kilburn Park,Queen's Park,Kensal Green,Willesden Junction,Harlesden,Stonebridge Park,Wembley Central,North Wembley,South Kenton,Kenton,Harrow & Wealdstone;093600,093707,093742,093836,093940,094034,094147,094237,094306,094346,094433,094550,094644,094741,094838,095017,095148,095312,095503,095658,095838,095944,100124,100326;0,940.699,1423.24,2168.64,3066.38,3813.45,4821.79,5515.25,5928.67,6473.3,7135.72,8204.35,8952.86,9747.53,10536,11912.9,13175.9,14346.7,15884.1,17474.3,18862.3,19791.3,21173.3,22861.6
Bakerloo;20;Harrow & Wealdstone,Kenton,South Kenton,North Wembley,Wembley Central,Stonebridge Park,Harlesden,Willesden Junction,Kensal Green,Queen's Park,Kilburn Park,Maida Vale,Warwick Avenue,Paddington,Edgware Road,Marylebone,Baker Street,Regent's Park,Oxford Circus,Piccadilly Circus,Embankment,Waterloo,Lambeth North,Elephant & Castle;093600,093801,093941,094047,094227,094422,094613,094737,094908,095047,095144,095241,095335,095452,095539,095619,095648,095738,095851,095945,100049,100143,100218,100326;0,1688.24,3070.24,3999.25,5387.22,6977.41,8514.89,9685.64,10948.6,12325.5,13114,13908.7,14657.2,15725.8,16388.3,16932.9,17346.3,18039.8,19048.1,19795.2,20692.9,21438.3,21920.9,22861.6
Bakerloo;21;Elephant & Castle,Lambeth North,Waterloo,Embankment,Piccadilly Circus,Oxford Circus,Regent's Park,Baker Street,Marylebone,Edgware Road,Paddington,Warwick Avenue,Maida Vale,Kilburn Park,Queen's Park,Kensal Green,Willesden Junction,Harlesden,Stonebridge Park,Wembley Central,North Wembley,South Kenton,Kenton,Harrow & Wealdstone;100000,100107,100142,100236,100340,100434,100547,100637,100706,100746,100833,100950,101044,101141,101238,101417,101548,101712,101903,102058,102238,102344,102524,102726;0,940.699,1423.24,2168.64,3066.38,3813.45,4821.79,5515.25,5928.67,6473.3,7135.72,8204.35,8952.86,9747.53,10536,11912.9,13175.9,14346.7,15884.1,17474.3,18862.3,19791.3,21173.3,22861.6
Bakerloo;22;Harrow & Wealdstone,Kenton,South Kenton,North Wembley,Wembley Central,Stonebridge Park,Harlesden,Willesden Junction,Kensal Green,Queen's Park,Kilburn Park,Maida Vale,Warwick Avenue,Paddington,Edgware Road,Marylebone,Baker Street,Regent's Park,Oxford Circus,Piccadilly Circus,Embankment,Waterloo,Lambeth North,Elephant & Castle;100000,100201,100341,100447,100627,100822,101013,101137,101308,101447,101544,101641,101735,101852,101939,102019,102048,102138,102251,102345,102449,102543,102618,102726;0,1688.24,3070.24,3999.25,5387.22,6977.41,8514.89,9685.64,10948.6,12325.5,13114,13908.7,14657.2,15725.8,16388.3,16932.9,17346.3,18039.8,19048.1,19795.2,20692.9,21438.3,21920.9,22861.6
Bakerloo;23;Elephant & Castle,Lambeth North,Waterloo,Embankment,Piccadilly Circus,Oxford Circus,Regent's Park,Baker Street,Marylebone,Edgware Road,Paddington,Warwick Avenue,Maida Vale,Kilburn Park,Queen's Park,Kensal Green,Willesden Junction,Harlesden,Stonebridge Park,Wembley Central,North Wembley,South Kenton,Kenton,Harrow & Wealdstone;102400,102507,102542,102636,102740,102834,102947,103037,103106,103146,103233,103350,103444,103541,103638,103817,103948,104112,104303,104458,104638,104744,104924,105126;0,940.699,1423.24,2168.64,3066.38,3813.45,4821.79,5515.25,5928.67,6473.3,7135.72,8204.35,8952.86,9747.53,10536,11912.9,13175.9,14346.7,15884.1,17474.3,18862.3,19791.3,21173.3,22861.6
Bakerloo;24;Harrow & Wealdstone,Kenton,South Kenton,North Wembley,Wembley Central,Stonebridge Park,Harlesden,Willesden Junction,Kensal Green,Queen's Park,Kilburn Park,Maida Vale,Warwick Avenue,Paddington,Edgware Road,Marylebone,Baker Street,Regent's Park,Oxford Circus,Piccadilly Circus,Embankment,Waterloo,Lambeth North,Elephant & Castle;102400,102601,102741,102847,103027,103222,103413,103537,103708,103847,103944,104041,104135,104252,104339,104419,104448,104538,104651,104745,104849,104943,105018,105126;0,1688.24,3070.24,3999.25,5387.22,6977.41,8514.89,9685.64,10948.6,12325.5,13114,13908.7,14657.2,15725.8,16388.3,16932.9,17346.3,18039.8,19048.1,19795.2,20692.9,21438.3,21920.9,22861.6
Bakerloo;25;Elephant & Castle,Lambeth North,Waterloo,Embankment,Piccadilly Circus,Oxford Circus,Regent's Park,Baker Street,Marylebone,Edgware Road,Paddington,Warwick Avenue,Maida Vale,Kilburn Park,Queen's Park,Kensal Green,Willesden Junction,Harlesden,Stonebridge Park,Wembley Central,North Wembley,South Kenton,Kenton,Harrow & Wealdstone;104800,104907,104942,105036,105140,105234,105347,105437,105506,105546,105633,105750,105844,105941,110038,110217,110348,110512,110703,110858,111038,111144,111324,111526;0,940.699,1423.24,2168.64,3066.38,3813.45,4821.79,5515.25,5928.67,6473.3,7135.72,8204.35,8952.86,9747.53,10536,11912.9,13175.9,14346.7,15884.1,17474.3,18862.3,19791.3,21173.3,22861.6
Bakerloo;26;Harrow & Wealdstone,Kenton,South Kenton,North Wembley,Wembley Central,Stonebridge Park,Harlesden,Willesden Junction,Kensal Green,Queen's Park,Kilburn Park,Maida Vale,Warwick Avenue,Paddington,Edgware Road,Marylebone,Baker Street,Regent's Park,Oxford Circus,Piccadilly Circus,Embankment,Waterloo,Lambeth North,Elephant & Castle;104800,105001,105141,105247,105427,105622,105813,105937,110108,110247,110344,110441,110535,110652,110739,110819,110848,110938,111051,111145,111249,111343,111418,111526;0,1688.24,3070.24,3999.25,5387.22,6977.41,8514.89,9685.64,10948.6,12325.5,13114,13908.7,14657.2,15725.8,16388.3,16932.9,17346.3,18039.8,19048.1,19795.2,20692.9,21438.3,21920.9,22861.6
Bakerloo;27;Elephant & Castle,Lambeth North,Waterloo,Embankment,Piccadilly Circus,Oxford Circus,Regent's Park,Baker Street,Marylebone,Edgware Road,Paddington,Warwick Avenue,Maida Vale,Kilburn Park,Queen's Park,Kensal Green,Willesden Junction,Harlesden,Stonebridge Park,Wembley Central,North Wembley,South Kenton,Kenton,Harrow & Wealdstone;111200,111307,111342,111436,111540,111634,111747,111837,111906,111946,112033,112150,112244,112341,112438,112617,112748,112912,113103,113258,113438,113544,113724,113926;0,940.699,1423.24,2168.64,3066.38,3813.45,4821.79,5515.25,5928.67,6473.3,7135.72,8204.35,8952.86,9747.53,10536,11912.9,13175.9,14346.7,15884.1,17474.3,18862.3,19791.3,21173.3,22861.6
Bakerloo;28;Harrow & Wealdstone,Kenton,South Kenton,North Wembley,Wembley Central,Stonebridge Park,Harlesden,Willesden Junction,Kensal Green,Queen's Park,Kilburn Park,Maida Vale,Warwick Avenue,Paddington,Edgware Road,Marylebone,Baker Street,Regent's Park,Oxford Circus,Piccadilly Circus,Embankment,Waterloo,Lambeth North,Elephant & Castle;111200,111401,111541,111647,111827,112022,112213,112337,112508,112647,112744,112841,112935,113052,113139,113219,113248,113338,113451,113545,113649,113743,113818,113926;0,1688.24,3070.24,3999.25,5387.22,6977.41,8514.89,9685.64,10948.6,12325.5,13114,13908.7,14657.2,15725.8,16388.3,16932.9,17346.3,18039.8,19048.1,19795.2,20692.9,21438.3,21920.9,22861.6
Bakerloo;29;Elephant & Castle,Lambeth North,Waterloo,Embankment,Piccadilly Circus,Oxford Circus,Regent's Park,Baker Street,Marylebone,Edgware Road,Paddington,Warwick Avenue,Maida Vale,Kilburn Park,Queen's Park,Kensal Green,Willesden Junction,Harlesden,Stonebridge Park,Wembley Central,North Wembley,South Kenton,Kenton,Harrow & Wealdstone;113600,113707,113742,113836,113940,114034,114147,114237,114306,114346,114433,114550,114644,114741,114838,115017,115148,115312,115503,115658,115838,115944,120124,120326;0,940.699,1423.24,2168.64,3066.38,3813.45,4821.79,5515.25,5928.67,6473.3,7135.72,8204.35,8952.86,9747.53,10536,11912.9,13175.9,14346.7,15884.1,17474.3,18862.3,19791.3,21173.3,22861.6
Bakerloo;30;Harrow & Wealdstone,Kenton,South Kenton,North Wembley,Wembley Central,Stonebridge Park,Harlesden,Willesden Junction,Kensal Green,Queen's Park,Kilburn Park,Maida Vale,Warwick Avenue,Paddington,Edgware Road,Marylebone,Baker Street,Regent's Park,Oxford Circus,Piccadilly Circus,Embankment,Waterloo,Lambeth North,Elephant & Castle;113600,113801,113941,114047,114227,114422,114613,114737,114908,115047,115144,115241,115335,115452,115539,115619,115648,115738,115851,115945,120049,120143,120218,120326;0,1688.24,3070.24,3999.25,5387.22,6977.41,8514.89,9685.64,10948.6,12325.5,13114,13908.7,14657.2,15725.8,16388.3,16932.9,17346.3,18039.8,19048.1,19795.2,20692.9,21438.3,21920.9,22861.6
Bakerloo;31;Elephant & Castle,Lambeth North,Waterloo,Embankment,Piccadilly Circus,Oxford Circus,Regent's Park,Baker Street,Marylebone,Edgware Road,Paddington,Warwick Avenue,Maida Vale,Kilburn Park,Queen's Park,Kensal Green,Willesden Junction,Harlesden,Stonebridge Park,Wembley Central,North Wembley,South Kenton,Kenton,Harrow & Wealdstone;120000,120107,120142,120236,120340,120434,120547,120637,120706,120746,120833,120950,121044,121141,121238,121417,121548,121712,121903,122058,122238,122344,122524,122726;0,940.699,1423.24,2168.64,3066.38,3813.45,4821.79,5515.25,5928.67,6473.3,7135.72,8204.35,8952.86,9747.53,10536,11912.9,13175.9,14346.7,15884.1,17474.3,18862.3,19791.3,21173.3,22861.6
Bakerloo;32;Harrow & Wealdstone,Kenton,South Kenton,North Wembley,Wembley Central,Stonebridge Park,Harlesden,Willesden Junction,Kensal Green,Queen's Park,Kilburn Park,Maida Vale,Warwick Avenue,Paddington,Edgware Road,Marylebone,Baker Street,Regent's Park,Oxford Circus,Piccadilly Circus,Embankment,Waterloo,Lambeth North,Elephant & Castle;120000,120201,120341,120447,120627,120822,121013,121137,121308,121447,121544,121641,121735,121852,121939,122019,122048,122138,122251,122345,122449,122543,122618,122726;0,1688.24,3070.24,3999.25,5387.22,6977.41,8514.89,9685.64,10948.6,12325.5,13114,13908.7,14657.2,15725.8,16388.3,16932.9,17346.3,18039.8,19048.1,19795.2,20692.9,21438.3,21920.9,22861.6
Bakerloo;33;Elephant & Castle,Lambeth North,Waterloo,Embankment,Piccadilly Circus,Oxford Circus,Regent's Park,Baker Street,Marylebone,Edgware Road,Paddington,Warwick Avenue,Maida Vale,Kilburn Park,Queen's Park,Kensal Green,Willesden Junction,Harlesden,Stonebridge Park,Wembley Central,North Wembley,South Kenton,Kenton,Harrow & Wealdstone;122400,122507,122542,122636,122740,122834,122947,123037,123106,123146,123233,123350,123444,123541,123638,123817,123948,124112,124303,124458,124638,124744,124924,125126;0,940.699,1423.24,2168.64,3066.38,3813.45,4821.79,5515.25,5928.67,6473.3,7135.72,8204.35,8952.86,9747.53,10536,11912.9,13175.9,14346.7,15884.1,17474.3,18862.3,19791.3,21173.3,22861.6
Bakerloo;34;Harrow & Wealdstone,Kenton,South Kenton,North Wembley,Wembley Central,Stonebridge Park,Harlesden,Willesden Junction,Kensal Green,Queen's Park,Kilburn Park,Maida Vale,Warwick Avenue,Paddington,Edgware Road,Marylebone,Baker Street,Regent's Park,Oxford Circus,Piccadilly Circus,Embankment,Waterloo,Lambeth North,Elephant & Castle;122400,122601,122741,122847,123027,123222,123413,123537,123708,123847,123944,124041,124135,124252,124339,124419,124448,124538,124651,124745,124849,124943,125018,125126;0,1688.24,3070.24,3999.25,5387.22,6977.41,8514.89,9685.64,10948.6,12325.5,13114,13908.7,14657.2,15725.8,16388.3,16932.9,17346.3,18039.8,19048.1,19795.2,20692.9,21438.3,21920.9,22861.6
Bakerloo;35;Elephant & Castle,Lambeth North,Waterloo,Embankment,Piccadilly Circus,Oxford Circus,Regent's Park,Baker Street,Marylebone,Edgware Road,Paddington,Warwick Avenue,Maida Vale,Kilburn Park,Queen's Park,Kensal Green,Willesden Junction,Harlesden,Stonebridge Park,Wembley Central,North Wembley,South Kenton,Kenton,Harrow & Wealdstone;124800,124907,124942,125036,125140,125234,125347,125437,125506,125546,125633,125750,125844,125941,130038,130217,130348,130512,130703,130858,131038,131144,131324,131526;0,940.699,1423.24,2168.64,3066.38,3813.45,4821.79,5515.25,5928.67,6473.3,7135.72,8204.35,8952.86,9747.53,10536,11912.9,13175.9,14346.7,15884.1,17474.3,18862.3,19791.3,21173.3,22861.6
Bakerloo;36;Harrow & Wealdstone,Kenton,South Kenton,North Wembley,Wembley Central,Stonebridge Park,Harlesden,Willesden Junction,Kensal Green,Queen's Park,Kilburn Park,Maida Vale,Warwick Avenue,Paddington,Edgware Road,Marylebone,Baker Street,Regent's Park,Oxford Circus,Piccadilly Circus,Embankment,Waterloo,Lambeth North,Elephant & Castle;124800,125001,125141,125247,125427,125622,125813,125937,130108,130247,130344,130441,130535,130652,130739,130819,130848,130938,131051,131145,131249,131343,131418,131526;0,1688.24,3070.24,3999.25,5387.22,6977.41,8514.89,9685.64,10948.6,12325.5,13114,13908.7,14657.2,15725.8,16388.3,16932.9,17346.3,18039.8,19048.1,19795.2,20692.9,21438.3,21920.9,22861.6
Bakerloo;37;Elephant & Castle,Lambeth North,Waterloo,Embankment,Piccadilly Circus,Oxford Circus,Regent's Park,Baker Street,Marylebone,Edgware Road,Paddington,Warwick Avenue,Maida Vale,Kilburn Park,Queen's Park,Kensal Green,Willesden Junction,Harlesden,Stonebridge Park,Wembley Central,North Wembley,South Kenton,Kenton,Harrow & Wealdstone;131200,131307,131342,131436,131540,131634,131747,131837,131906,131946,132033,132150,132244,132341,132438,132617,132748,132912,133103,133258,133438,133544,133724,133926;0,940.699,1423.24,2168.64,3066.38,3813.45,4821.79,5515.25,5928.67,6473.3,7135.72,8204.35,8952.86,9747.53,10536,11912.9,13175.9,14346.7,15884.1,17474.3,18862.3,19791.3,21173.3,22861.6
